,pipeline_id,length_km,diameter_mm,age_years,material,location,repair_type,repair_duration_hours,pressure,temperature,flow_rate,corrosion_level,deformation_level,leak_detection,pipeline_status
754,PL-14641,0.970472,956.137374,26,Polyethylene,Rural,Corrective,13,9.082205,40.46877,942.896508,Medium,Minor,1,1
755,PL-61999,9.157237,1070.438521,48,Polyethylene,Rural,Corrective,61,7.909795,42.410238,942.748405,Low,Moderate,1,0
756,PL-78489,9.447654,627.104828,9,Cast Iron,Urban,Preventive,18,3.94272,32.67465,491.510726,Critical,Moderate,1,1
757,PL-59352,4.463936,986.890196,43,Polyethylene,Suburban,Corrective,19,6.522783,20.86603,250.048855,Low,Severe,0,1
758,PL-30068,6.279423,1083.734911,39,PVC,Urban,Preventive,51,7.868087,29.595195,613.196862,High,Minor,1,0
759,PL-71347,2.110294,503.839536,50,Steel,Urban,Preventive,13,5.249059,41.46589,558.563587,Low,Minor,0,0
760,PL-81152,8.999688,287.776606,10,Steel,Suburban,Preventive,15,4.433238,41.525569,879.992372,High,Moderate,1,0
761,PL-83028,6.181597,929.290495,1,Polyethylene,Urban,Corrective,61,9.601962,46.159212,400.143169,High,Minor,1,0
762,PL-26355,8.881285,838.270621,9,PVC,Suburban,Routine,27,2.98863,41.589339,160.443558,High,None,1,0
763,PL-10836,9.1467,801.914846,43,Polyethylene,Rural,Routine,26,5.484234,11.914038,343.064636,Medium,Severe,0,0
764,PL-45356,6.099127,893.679956,31,Steel,Suburban,Corrective,33,5.503634,11.782163,862.752912,Low,Severe,1,0
765,PL-78915,1.975277,386.212217,40,PVC,Suburban,Preventive,51,6.855179,49.453909,771.580809,Low,None,1,1
766,PL-48152,8.387362,694.369831,44,PVC,Rural,Corrective,37,1.874317,5.429342,205.256263,Critical,None,0,0
767,PL-74361,0.429234,864.235854,28,Polyethylene,Rural,Preventive,33,7.607928,26.809766,596.808342,High,Moderate,0,0
768,PL-54361,2.874763,425.150888,31,Cast Iron,Suburban,Corrective,2,7.293103,26.648138,574.96585,High,Minor,1,0
769,PL-27663,5.377013,347.890039,14,PVC,Urban,Routine,47,6.489943,48.374613,603.805404,Medium,Severe,1,0
770,PL-17178,5.310697,745.732191,17,PVC,Suburban,Routine,52,8.92341,36.649879,176.208594,Critical,Minor,1,0
771,PL-46764,6.926352,801.353956,39,Cast Iron,Urban,Routine,65,7.955117,27.066565,132.354261,Critical,Minor,1,0
772,PL-48059,2.000825,206.158544,48,Cast Iron,Urban,Routine,9,4.132947,48.361983,267.445617,Critical,Severe,1,1
773,PL-45073,8.363229,116.022093,47,Polyethylene,Urban,Corrective,49,5.615264,35.780277,577.066683,High,Severe,0,1
774,PL-47402,9.803925,1016.232055,21,Steel,Urban,Preventive,10,1.522504,6.713166,682.886018,Medium,Moderate,1,1
775,PL-97177,5.486934,330.290714,40,Steel,Suburban,Preventive,60,3.794159,34.411671,930.158059,Medium,Severe,1,0
776,PL-44950,8.377553,360.985681,40,PVC,Urban,Routine,48,1.783234,15.218864,281.731443,Medium,Minor,0,0
777,PL-11584,6.249524,884.015632,24,Steel,Suburban,Preventive,46,5.28837,10.925172,993.434542,Medium,Minor,0,0
778,PL-97540,2.478565,733.179779,35,Cast Iron,Urban,Preventive,14,3.530786,8.144559,823.268711,Medium,None,1,1
779,PL-20392,6.238742,841.633338,8,Cast Iron,Rural,Routine,2,7.521688,14.15391,297.451709,High,Minor,1,1
780,PL-75507,8.107253,835.903149,38,Steel,Rural,Routine,35,3.421996,13.779279,11.975298,High,Severe,0,0
781,PL-52046,3.334267,156.177193,33,Polyethylene,Rural,Routine,68,7.530955,6.345619,925.822831,Medium,Minor,0,1
782,PL-67266,2.148072,281.975944,32,Cast Iron,Rural,Routine,29,8.838132,14.340726,278.200033,Medium,None,0,1
783,PL-80900,7.058383,1186.894421,30,PVC,Urban,Corrective,7,1.987294,41.078587,924.37232,Medium,None,0,0
784,PL-58895,3.556861,684.399854,40,PVC,Suburban,Routine,55,3.771829,20.436081,547.809181,Critical,Severe,1,0
785,PL-26668,5.639933,952.080069,40,Steel,Suburban,Corrective,5,4.741087,10.276362,643.497196,High,Moderate,1,0
786,PL-19481,2.671835,393.310049,41,PVC,Suburban,Routine,56,4.857217,17.676177,646.516743,Low,Severe,0,0
787,PL-25996,7.81379,792.338592,45,Polyethylene,Rural,Corrective,22,3.886194,45.363451,899.314675,Critical,Severe,1,0
788,PL-30959,0.771372,635.839202,13,Cast Iron,Suburban,Preventive,52,2.132829,22.797342,63.62465,Low,Moderate,0,0
789,PL-67728,3.747454,802.623557,36,Cast Iron,Suburban,Corrective,60,5.439894,25.917279,128.044946,High,None,0,0
790,PL-35326,8.584653,224.438954,45,Polyethylene,Urban,Routine,58,5.229004,40.480681,439.383741,Critical,Moderate,1,1
791,PL-86668,4.410686,611.222572,13,Polyethylene,Urban,Corrective,56,4.538638,36.869911,484.897604,Critical,None,0,1
792,PL-92188,4.012857,321.544717,8,Cast Iron,Suburban,Preventive,71,5.172097,7.61719,892.03636,Critical,Moderate,0,0
793,PL-87498,2.225316,974.582282,9,Polyethylene,Rural,Preventive,71,4.069145,28.741613,261.114522,Critical,Severe,1,0
794,PL-79061,2.652159,1110.044157,41,Cast Iron,Urban,Routine,21,1.067648,9.735411,848.064254,Critical,Moderate,1,0
795,PL-44946,9.76351,371.859891,7,Polyethylene,Urban,Routine,50,2.144436,6.041367,356.132636,Critical,Moderate,0,1
796,PL-25213,7.85295,642.581637,7,Cast Iron,Suburban,Corrective,59,7.139823,9.981903,208.640512,Low,Minor,1,1
797,PL-71804,0.14586,745.604725,16,Steel,Suburban,Corrective,71,1.33636,45.252013,92.842728,High,None,0,0
798,PL-43666,2.46556,216.463721,42,Polyethylene,Rural,Preventive,24,4.316899,26.698179,452.77378,Critical,None,1,0
799,PL-68707,5.218999,309.713363,24,Polyethylene,Rural,Corrective,3,2.838851,20.012134,315.558836,Low,Severe,1,1
800,PL-16355,1.053168,193.097967,25,Cast Iron,Suburban,Corrective,46,3.71603,12.556343,638.717211,High,Minor,0,0
801,PL-92419,2.886594,388.886446,8,Polyethylene,Rural,Preventive,52,7.61935,42.432505,687.663713,Medium,Minor,0,1
802,PL-69363,3.095182,1152.839687,17,Cast Iron,Rural,Preventive,2,7.663959,39.007728,530.790859,High,Minor,0,1
803,PL-44968,5.649634,145.10477,49,PVC,Urban,Preventive,48,9.776423,16.694627,267.721341,Medium,Minor,1,0
804,PL-72311,3.279205,422.074423,27,Steel,Rural,Routine,64,1.768245,39.162349,698.572017,High,None,0,0
805,PL-44530,7.831534,698.464681,8,Steel,Urban,Preventive,64,2.964399,15.403086,931.348255,Low,Severe,1,0
806,PL-46633,0.57734,1183.100841,24,PVC,Suburban,Preventive,11,5.268922,42.740255,124.924961,High,Severe,1,1
807,PL-87960,3.05524,1087.437527,21,PVC,Urban,Preventive,68,8.081861,8.269509,458.700121,Low,None,0,1
808,PL-22148,4.41761,385.505574,11,PVC,Rural,Corrective,36,8.621721,11.697309,574.878238,High,Severe,0,0
809,PL-71009,6.014926,793.540338,7,PVC,Urban,Routine,53,4.246171,14.735977,14.828362,Critical,Minor,0,1
810,PL-89991,2.538266,1094.516015,19,Cast Iron,Suburban,Preventive,58,4.580843,32.433224,137.922605,High,Moderate,0,1
811,PL-29674,9.466498,987.927457,45,PVC,Suburban,Routine,42,8.505509,48.526807,445.747974,High,Moderate,1,0
812,PL-53035,6.172796,1093.733056,38,Cast Iron,Suburban,Corrective,6,3.948584,41.895834,147.05543,High,Minor,1,0
813,PL-10757,7.998938,173.845763,32,Steel,Urban,Corrective,51,9.956241,10.395915,727.043495,Low,Severe,1,1
814,PL-21245,9.140114,622.538847,36,Cast Iron,Rural,Preventive,28,9.600977,10.963034,630.565079,High,Severe,0,1
815,PL-30719,0.494001,1089.220603,22,Steel,Rural,Preventive,63,8.499779,42.790415,580.932862,Critical,None,0,0
816,PL-16219,9.349318,1011.816642,6,Cast Iron,Suburban,Routine,19,8.068608,29.675537,898.038268,Medium,Minor,0,0
817,PL-47619,1.915427,764.616573,22,Polyethylene,Rural,Routine,46,2.68843,8.653616,332.97482,High,Minor,1,1
818,PL-33716,2.403923,162.727858,16,PVC,Urban,Corrective,39,2.348534,10.110811,997.72409,Critical,Moderate,1,0
819,PL-90941,7.539396,421.665784,38,Steel,Rural,Preventive,63,2.0838,38.383526,685.35683,High,Moderate,0,0
820,PL-24335,2.806077,130.583601,17,PVC,Rural,Corrective,53,8.607937,33.025476,201.370788,High,Moderate,1,1
821,PL-41613,4.307382,934.071679,40,Cast Iron,Urban,Routine,27,9.44383,25.222881,150.34046,Low,Minor,1,1
822,PL-53828,8.149102,1018.082778,38,Cast Iron,Rural,Preventive,50,4.258198,15.341487,294.294331,Low,Moderate,0,1
823,PL-30427,8.309026,889.129685,34,Cast Iron,Suburban,Preventive,48,8.663591,42.325925,304.819993,Low,Severe,0,1
824,PL-61843,2.167334,494.695829,2,PVC,Urban,Preventive,1,6.872214,29.65392,169.873636,Medium,None,0,1
825,PL-26669,1.918576,138.319189,43,Cast Iron,Suburban,Corrective,44,3.286867,41.573296,733.131847,Medium,Severe,1,1
826,PL-44003,0.983636,1159.71345,42,PVC,Suburban,Corrective,68,7.622234,22.729837,743.972082,Low,Minor,0,0
827,PL-23082,5.383846,809.377679,32,Steel,Rural,Preventive,62,6.193962,47.451487,684.747354,Low,Severe,1,1
828,PL-45227,5.639329,355.650842,1,Cast Iron,Urban,Corrective,35,1.096016,40.805608,397.687412,Low,Severe,1,1
829,PL-40749,9.818222,113.855775,17,Steel,Suburban,Corrective,49,2.637232,18.643503,649.215493,Medium,Minor,1,1
830,PL-28281,1.405119,185.766431,19,Cast Iron,Urban,Corrective,24,5.683564,27.294086,307.097163,Critical,Minor,0,1
831,PL-93073,8.705777,1025.769988,13,PVC,Urban,Corrective,36,7.465451,33.808753,791.145186,Low,None,1,1
832,PL-10227,9.432134,683.378393,16,PVC,Urban,Preventive,69,1.339344,19.579397,414.351349,Critical,Moderate,0,1
833,PL-11945,1.66235,831.173131,3,Steel,Urban,Corrective,29,4.979649,48.665803,510.92262,High,Severe,1,1
834,PL-55609,1.189459,1021.985628,31,Steel,Suburban,Preventive,53,1.873592,33.145983,352.391295,Medium,Severe,0,1
835,PL-83118,3.558041,263.602181,17,Steel,Urban,Routine,48,6.419357,34.019366,773.112585,Medium,None,0,1
836,PL-38438,9.014718,408.004835,45,Polyethylene,Rural,Preventive,6,4.587139,28.793304,230.833704,Medium,Severe,0,1
837,PL-36894,3.64665,340.496959,16,Steel,Suburban,Routine,60,5.076833,37.833479,452.177165,Critical,Moderate,1,0
838,PL-31264,9.625661,307.519542,45,PVC,Suburban,Routine,59,6.433784,12.244611,307.252484,Medium,Minor,0,1
839,PL-55441,7.501659,1027.669639,13,Steel,Urban,Routine,5,2.800914,5.262266,565.111489,High,Minor,0,0
840,PL-47183,4.499707,602.812138,40,Cast Iron,Urban,Routine,53,3.5937,5.831142,351.14981,High,Moderate,0,1
841,PL-14682,1.777714,524.772723,45,PVC,Urban,Preventive,7,7.549146,45.610142,255.061983,Low,None,1,1
842,PL-33395,1.269244,1092.410084,16,Steel,Urban,Routine,39,6.991148,15.598339,664.107074,Medium,None,0,0
843,PL-37375,5.413687,851.438291,50,Steel,Urban,Preventive,28,7.217736,49.704127,932.963061,High,None,0,0
844,PL-71830,4.432677,456.098956,3,Steel,Suburban,Corrective,26,9.424392,6.076447,976.824955,Critical,None,0,0
845,PL-14215,4.531914,521.079675,25,Polyethylene,Urban,Preventive,55,3.073885,40.300555,562.852098,High,Moderate,0,0
846,PL-91135,8.875354,666.268851,43,PVC,Rural,Corrective,10,7.116689,12.731027,51.20962,Critical,Severe,1,1
847,PL-44874,0.408261,830.997651,42,PVC,Rural,Corrective,26,4.097047,28.961129,721.664975,Medium,Severe,1,0
848,PL-30992,6.02339,949.322731,35,Cast Iron,Urban,Routine,45,2.02251,40.426317,104.659278,High,None,0,0
849,PL-69387,5.110526,175.989293,3,Polyethylene,Urban,Routine,72,5.939804,6.575865,272.74955,High,Moderate,0,0
850,PL-42503,7.018775,1174.546557,21,Steel,Suburban,Corrective,67,7.815109,48.375097,10.066671,Critical,Minor,1,0
851,PL-81531,1.23276,948.217814,20,Cast Iron,Rural,Preventive,30,3.686221,19.398663,155.039626,Medium,Severe,1,1
852,PL-43979,0.519488,911.401946,37,Cast Iron,Rural,Corrective,5,3.449704,13.184114,340.390971,High,None,1,0
853,PL-92417,8.673429,842.327376,40,Polyethylene,Rural,Corrective,11,2.018006,27.903792,706.819902,Low,Moderate,0,1
854,PL-83513,5.832475,925.661871,12,Steel,Suburban,Corrective,55,9.459888,16.116964,241.832314,Medium,Moderate,1,1
855,PL-32609,8.209973,553.084905,13,Steel,Suburban,Preventive,55,3.846638,26.28818,888.340555,High,None,1,0
856,PL-77218,8.880214,213.525635,8,PVC,Urban,Routine,45,1.191381,20.381476,99.166184,Critical,Minor,0,1
857,PL-95785,5.331471,315.052592,38,Polyethylene,Suburban,Corrective,2,1.079192,29.337387,618.142293,Medium,Minor,0,0
858,PL-60471,9.387331,381.089496,27,Cast Iron,Urban,Routine,27,4.617701,34.119163,966.415797,Critical,None,0,1
859,PL-88681,5.99726,950.069866,11,PVC,Rural,Preventive,27,7.09301,25.70517,172.566267,Medium,Minor,0,1
860,PL-14750,0.938346,966.242444,3,Steel,Urban,Corrective,43,7.127182,47.844164,644.380678,High,Severe,1,0
861,PL-78888,6.334912,106.151348,31,PVC,Rural,Corrective,31,7.484941,22.987021,905.905348,Low,Moderate,1,1
862,PL-83628,0.894134,462.79009,44,Polyethylene,Urban,Preventive,31,6.954955,34.473246,285.383523,High,Severe,0,1
863,PL-88693,2.610733,534.141881,4,PVC,Urban,Routine,37,5.610816,44.510067,194.075885,Critical,Minor,1,1
864,PL-83655,3.224007,532.201207,20,Cast Iron,Suburban,Routine,40,5.557023,45.376884,76.872665,High,Moderate,1,0
865,PL-49942,4.611121,842.943249,9,Cast Iron,Suburban,Preventive,64,8.511985,19.132627,831.183449,High,Severe,1,1
866,PL-57674,7.599398,716.674396,14,Cast Iron,Urban,Corrective,71,7.906742,47.062038,113.705763,Low,Minor,1,0
867,PL-41032,4.657143,990.554001,50,Steel,Rural,Corrective,56,8.385197,30.838057,453.881735,Medium,None,1,1
868,PL-82328,0.575336,741.888477,45,PVC,Suburban,Corrective,49,5.063178,11.458923,186.910341,Medium,Moderate,1,0
869,PL-26607,1.135224,1123.572618,9,PVC,Urban,Preventive,21,8.253775,33.282125,718.15277,High,Moderate,1,1
870,PL-18327,6.082914,135.769099,23,Cast Iron,Rural,Preventive,17,2.489807,41.359044,345.943066,Medium,Moderate,1,1
871,PL-64653,7.646832,870.236703,34,Polyethylene,Suburban,Preventive,39,4.431735,26.950465,520.280681,Medium,Moderate,1,1
872,PL-87677,0.100563,424.640509,50,PVC,Rural,Corrective,40,3.802846,12.611934,887.137238,Critical,Severe,1,1
873,PL-48332,7.181741,762.260222,40,Cast Iron,Urban,Routine,36,9.997733,22.841409,283.846779,Critical,Moderate,0,0
874,PL-76269,5.447994,1084.438322,12,PVC,Rural,Preventive,53,1.812737,8.854521,694.448307,Medium,Moderate,1,0
875,PL-77230,6.706752,227.90203,20,Cast Iron,Urban,Corrective,51,9.536062,24.57137,703.278323,Medium,None,0,0
876,PL-11128,6.74944,788.43916,38,PVC,Suburban,Corrective,27,7.472302,7.761206,768.345184,Medium,Minor,0,0
877,PL-27992,8.929267,270.201104,37,Polyethylene,Rural,Corrective,11,8.851303,35.156294,164.256748,Critical,Moderate,1,1
878,PL-31823,7.226172,888.922831,32,Polyethylene,Rural,Preventive,30,8.420515,35.359125,191.807713,High,None,1,0
879,PL-79220,8.618687,1163.185469,23,Cast Iron,Urban,Corrective,12,1.298905,12.29265,908.161408,Critical,Moderate,1,1
880,PL-68401,3.724011,499.734981,43,Polyethylene,Suburban,Routine,26,8.138805,43.145586,46.227697,Medium,Minor,1,0
881,PL-88935,9.097481,1105.087287,4,Steel,Rural,Preventive,55,3.945593,20.359628,259.242196,Critical,Minor,1,0
882,PL-74040,1.748977,1010.350994,42,PVC,Suburban,Routine,16,9.350069,41.01364,23.727931,High,Minor,1,1
883,PL-82711,9.998963,320.257122,4,Steel,Suburban,Preventive,30,5.408061,44.833983,139.135185,High,None,0,0
884,PL-72108,6.09189,138.073672,26,PVC,Urban,Routine,31,8.282629,33.314183,71.64071,High,Minor,1,1
885,PL-15299,2.161145,624.029447,9,PVC,Rural,Preventive,38,7.332121,44.301189,147.141937,Medium,Minor,0,0
886,PL-96418,0.819633,346.872359,35,Cast Iron,Rural,Routine,58,9.562464,5.026563,555.736613,Medium,Severe,0,1
887,PL-71685,0.980335,879.998682,1,Cast Iron,Suburban,Corrective,68,2.726844,38.980851,402.982523,Low,Minor,1,0
888,PL-74846,2.657473,766.648692,49,Polyethylene,Urban,Corrective,2,8.50626,39.632342,896.679872,Critical,Moderate,0,0
889,PL-84262,2.435204,690.280118,35,PVC,Suburban,Corrective,15,3.441272,27.309959,67.780248,Medium,Minor,0,0
890,PL-90805,3.503795,203.5849,23,PVC,Rural,Routine,50,7.32754,21.989568,370.603683,High,Moderate,0,0
891,PL-50290,7.044091,506.889799,8,Steel,Urban,Routine,7,7.873233,47.913414,564.349431,Low,Minor,1,0
892,PL-50140,1.777129,732.974093,33,Cast Iron,Rural,Preventive,2,5.893894,33.528666,209.117988,Critical,None,0,0
893,PL-47552,4.180532,489.872069,36,Cast Iron,Suburban,Routine,14,9.344646,42.873596,383.456455,Critical,None,1,1
894,PL-43215,2.228211,1137.33669,12,Polyethylene,Rural,Preventive,63,9.080517,18.273755,167.709894,Critical,Moderate,1,1
895,PL-29077,2.297028,672.459872,7,Polyethylene,Urban,Corrective,52,3.078672,24.842423,801.432002,Medium,Moderate,0,0
896,PL-81397,5.478103,262.446245,44,Steel,Urban,Corrective,9,2.363636,37.539648,836.93729,Critical,Moderate,1,0
897,PL-65799,0.69407,110.5884,41,Steel,Suburban,Routine,21,2.656672,28.24729,143.893317,Medium,None,0,0
898,PL-42736,1.013308,810.014386,9,Polyethylene,Urban,Corrective,25,7.47502,49.165697,481.194564,High,None,1,0
899,PL-14988,6.172347,362.283337,5,Steel,Suburban,Corrective,41,3.630309,32.614652,437.907613,Low,None,1,1
900,PL-42849,9.798806,986.012166,28,Polyethylene,Suburban,Routine,10,1.265001,6.960835,284.609636,Critical,Moderate,0,1
901,PL-53497,6.121409,244.396948,37,PVC,Rural,Preventive,3,3.161292,46.872222,455.845058,Medium,None,1,1
902,PL-31334,7.462219,760.999625,29,Polyethylene,Suburban,Preventive,10,1.603993,36.934827,833.997038,Medium,Moderate,0,0
903,PL-20395,4.060893,352.173758,18,Cast Iron,Urban,Corrective,46,5.365265,25.893915,238.219119,High,Minor,0,0
904,PL-95076,9.387258,787.939367,12,Cast Iron,Urban,Preventive,7,3.206649,7.165546,873.162067,High,Moderate,1,0
905,PL-88526,5.136298,890.574211,22,Cast Iron,Rural,Routine,44,9.360542,19.947543,158.086507,Medium,Severe,0,0
906,PL-36848,9.448733,874.830511,30,Cast Iron,Suburban,Corrective,31,7.118415,33.546504,572.759556,Critical,Severe,0,1
907,PL-61340,5.663233,1076.118765,24,Cast Iron,Rural,Corrective,56,1.762294,41.347254,318.314143,Low,Severe,1,0
908,PL-83579,7.300781,347.273891,3,Cast Iron,Suburban,Preventive,18,6.527981,38.340111,516.167958,Critical,Moderate,1,0
909,PL-56991,6.809018,863.117026,35,Polyethylene,Rural,Routine,35,6.773813,8.491542,862.770509,Low,Moderate,0,1
910,PL-10110,9.053489,1166.058571,3,Cast Iron,Urban,Routine,1,7.641594,49.14534,767.524491,Low,Minor,0,1
911,PL-51110,1.778273,164.958643,23,Polyethylene,Suburban,Corrective,2,9.202496,8.096349,927.097232,Medium,Severe,1,1
912,PL-88736,7.249655,211.237875,30,Steel,Rural,Preventive,69,9.248209,32.104761,618.057127,Medium,None,1,1
913,PL-30759,4.786655,1114.743723,31,Cast Iron,Rural,Corrective,67,4.821713,42.380113,892.587328,Medium,Severe,0,0
914,PL-55665,5.609101,613.776662,11,Cast Iron,Urban,Routine,16,4.211639,21.138955,678.375589,Low,Moderate,1,0
915,PL-15569,9.574135,919.091655,47,Steel,Suburban,Preventive,52,3.999498,17.513292,931.537271,High,Severe,0,0
916,PL-85955,3.144724,908.885432,42,Polyethylene,Rural,Corrective,63,3.462293,38.813255,882.287342,Low,Moderate,1,0
917,PL-98690,1.439065,1081.666251,27,PVC,Urban,Routine,69,7.663728,32.888362,813.552585,Medium,Moderate,0,1
918,PL-68053,1.706384,243.692385,28,Cast Iron,Urban,Routine,62,3.050099,5.931551,388.150942,High,Moderate,1,1
919,PL-56552,9.559349,335.419524,23,Cast Iron,Suburban,Preventive,50,7.699643,15.791916,291.64942,High,Severe,0,1
920,PL-87511,6.250533,658.001859,35,Polyethylene,Urban,Routine,2,4.525084,41.023292,683.980511,Critical,None,0,1
921,PL-91792,1.950406,1172.461964,8,Cast Iron,Suburban,Corrective,8,7.787612,24.903531,560.245845,Low,Minor,0,1
922,PL-56709,4.929236,492.854161,30,Cast Iron,Suburban,Preventive,52,2.068811,44.176682,670.412014,Low,Moderate,0,1
923,PL-53174,6.601366,125.402601,18,Cast Iron,Suburban,Corrective,64,4.670023,23.712893,885.657646,Medium,Moderate,1,0
924,PL-87040,5.10192,1187.021909,8,PVC,Rural,Preventive,16,1.048593,29.640278,214.50451,Low,Minor,1,0
925,PL-73924,6.011704,809.46599,39,PVC,Urban,Routine,6,9.576017,24.592288,12.12377,Critical,None,0,1
926,PL-77294,5.600892,582.508841,24,Cast Iron,Urban,Preventive,50,8.830586,46.901398,329.080146,Low,Moderate,1,1
927,PL-64308,0.71959,902.798512,25,Polyethylene,Rural,Corrective,71,7.218581,44.832988,764.030268,High,Severe,0,0
928,PL-31972,6.601371,1057.302123,13,Cast Iron,Urban,Corrective,48,5.446631,5.591399,363.079333,Medium,Minor,0,1
929,PL-63877,8.719892,826.166339,15,PVC,Urban,Preventive,43,9.829066,9.417781,411.27177,Critical,None,0,0
930,PL-73791,1.434126,241.091221,41,PVC,Urban,Routine,52,9.198612,19.573571,889.85419,Critical,Minor,1,1
931,PL-91068,7.227623,728.035937,4,PVC,Rural,Preventive,11,9.292809,25.59862,582.353329,Low,Moderate,0,0
932,PL-25201,1.275417,682.792838,15,Cast Iron,Urban,Routine,32,4.132848,39.999221,389.497716,Medium,None,1,1
933,PL-50768,6.85357,144.628677,35,Polyethylene,Rural,Preventive,42,5.321636,25.947851,870.414671,High,Minor,1,0
934,PL-47140,6.496053,105.33544,27,Cast Iron,Rural,Preventive,37,8.938764,7.551883,17.657226,Medium,Severe,1,0
935,PL-30394,6.897473,770.176244,33,Steel,Urban,Routine,8,1.020176,29.03219,763.963379,Medium,Minor,1,0
936,PL-36641,9.973261,1080.567097,1,Steel,Urban,Corrective,32,7.344359,16.675588,60.239313,High,Severe,0,0
937,PL-74180,2.014157,708.33239,6,Steel,Rural,Preventive,18,8.082452,18.053031,199.205067,Medium,None,0,1
938,PL-14624,4.093772,1181.161309,9,Cast Iron,Urban,Corrective,63,4.118757,43.109148,691.753403,Low,Minor,1,1
939,PL-36586,1.338865,204.173121,40,Polyethylene,Suburban,Preventive,21,9.424322,33.276297,88.200635,Low,None,1,1
940,PL-27944,4.11196,642.395582,39,Steel,Suburban,Routine,26,6.551808,39.233509,516.94458,High,Minor,1,1
941,PL-86152,6.528316,667.193369,20,Polyethylene,Suburban,Routine,2,7.071121,43.385789,121.796087,Medium,None,0,0
942,PL-26270,0.701073,400.654414,32,Polyethylene,Rural,Routine,24,6.332563,34.079531,93.573912,High,None,0,1
943,PL-17507,6.963052,1084.279616,36,PVC,Urban,Routine,9,4.767459,13.500131,976.612837,Medium,Minor,0,1
944,PL-41305,9.790767,127.064985,32,Cast Iron,Suburban,Preventive,72,9.639995,28.32479,514.204727,Low,None,0,1
945,PL-77431,3.532906,286.620657,26,Steel,Urban,Preventive,18,4.683985,35.088443,826.871385,Critical,Moderate,1,0
946,PL-36193,4.568427,597.167549,46,Cast Iron,Urban,Corrective,31,1.409258,6.513057,96.321369,Low,None,0,0
947,PL-63506,8.935078,943.194642,26,Cast Iron,Urban,Routine,25,4.149841,35.375448,187.379363,Low,Minor,0,0
948,PL-86363,1.962534,462.562774,11,Cast Iron,Suburban,Corrective,29,7.33553,49.980245,604.566058,High,Severe,0,1
949,PL-93157,7.636072,394.483104,8,Steel,Suburban,Preventive,21,9.264229,17.050998,689.208184,High,Moderate,1,0
950,PL-75804,8.912886,786.494236,32,PVC,Urban,Preventive,43,9.596981,14.887601,821.909669,Critical,Minor,0,0
951,PL-64223,9.700046,507.20396,46,Steel,Suburban,Corrective,18,4.477232,30.154175,587.320481,Medium,Moderate,0,0
952,PL-84673,3.175561,892.475333,36,Cast Iron,Suburban,Corrective,69,6.104153,40.991417,356.395184,High,None,0,0
953,PL-28933,6.894313,1100.753825,20,Steel,Suburban,Preventive,26,3.658384,11.515392,494.055106,Critical,Minor,0,0
954,PL-86353,4.091375,183.41789,27,Cast Iron,Suburban,Preventive,30,6.219951,32.562365,455.52903,Medium,Minor,0,1
955,PL-24744,1.195158,323.067717,27,Cast Iron,Urban,Routine,68,2.19515,21.339572,963.901977,Low,Minor,1,1
956,PL-26489,5.596917,1029.360743,1,Steel,Urban,Routine,34,4.574092,43.307208,180.882809,Low,Severe,0,1
957,PL-27212,9.421507,1088.122204,32,PVC,Rural,Preventive,31,6.181455,18.892467,931.261726,High,Severe,0,1
958,PL-42911,6.010031,1042.37323,26,Cast Iron,Rural,Routine,51,2.744847,27.683446,190.273428,Medium,None,0,0
959,PL-71946,7.097954,129.721528,13,Polyethylene,Urban,Routine,13,6.512832,24.62518,775.64824,Low,Severe,1,0
960,PL-82843,2.731603,865.655874,46,Steel,Rural,Preventive,68,4.197307,24.895489,854.422772,High,Moderate,1,1
961,PL-53238,5.290797,941.35972,13,Cast Iron,Rural,Routine,11,2.834433,18.09725,961.675636,High,Severe,0,1
962,PL-41992,0.687807,721.982051,20,Steel,Suburban,Preventive,9,2.917982,15.228718,213.358019,Medium,Minor,0,0
963,PL-96846,8.327948,489.419909,40,Cast Iron,Rural,Preventive,7,7.517478,36.669266,573.225889,High,Severe,0,1
964,PL-82937,6.214715,627.446024,14,Polyethylene,Suburban,Corrective,24,5.679073,12.221876,498.23798,High,Moderate,0,1
965,PL-87358,0.663922,207.846727,12,Steel,Rural,Routine,45,2.835936,34.125131,881.189381,High,Minor,1,1
966,PL-49054,1.070162,266.440209,10,PVC,Urban,Routine,50,3.937388,28.293548,971.415797,Low,None,0,1
967,PL-81150,8.48842,841.396441,28,PVC,Urban,Preventive,71,1.120415,24.676825,646.71652,Medium,None,0,0
968,PL-94015,3.88179,915.678759,36,Polyethylene,Urban,Corrective,1,4.582551,48.599955,388.100603,Low,None,0,1
969,PL-49645,6.056929,995.018114,14,Cast Iron,Rural,Routine,69,5.059811,12.195347,48.169333,High,Minor,0,1
970,PL-97178,3.851156,974.17564,48,Cast Iron,Rural,Routine,10,8.693343,27.344561,634.77376,Low,Moderate,0,1
971,PL-71457,5.699548,434.74155,22,Cast Iron,Rural,Preventive,52,8.446455,11.980605,507.475491,Critical,Moderate,0,0
972,PL-47549,4.780495,1089.412873,8,Steel,Rural,Corrective,55,1.792944,39.214307,621.583117,Medium,Moderate,0,0
973,PL-26966,4.52525,685.386007,34,PVC,Rural,Preventive,69,6.615976,43.535815,633.682139,Medium,Severe,0,1
974,PL-99456,6.461625,188.907169,35,Cast Iron,Urban,Routine,66,4.63014,48.432443,148.136529,Critical,Minor,1,0
